,Age,Artists,Best number of players,Categories,Designer,Family,Mechanisms,Name,Number of players,Playing time,Publishers,Rating,Weight,Year
149,13+,"['Victor Adame', 'Miao Aili', 'Randis Albion', 'Rob Alexander', 'James Allen (I)', 'Dave Allsop', 'Scott Altmann', 'Ian Edward Ameling', 'Eric David Anderson', 'Chris J. Anderson', 'Dana Andrews', 'Glen Michael Angus', 'Chris Appelhans', 'Steve Argyle', 'Randy Asplund-Faith', 'Janet Aulisio', 'John Avon', 'Daren Bader', 'Volkan Baga', 'Scott Bailey', 'Drew Baker', 'Qi Baocheng', 'Julie Baroh', 'Tom Baxa', 'Edward Beard, Jr.', 'Patrick Beel', 'Jason Behnke', 'Steven Belledin', 'Melissa Benson', 'James Bernardin', 'Michael Bierek', 'Kristen Bishop', 'Joel Biske', 'Simon Bisley', 'Robert Bliss', 'Johann Bodin', 'Peter Bollinger', 'John Bolton', 'Paul Bonner', 'Zoltan Boros', 'Aaron Boyd', 'Whit Brachna', 'Noah Bradley', 'Jacques Bredy', 'Aleksi Briclot', 'Mark Brill', 'Kev Brockschmidt', 'Gerald Brom', 'Sue Ellen Brown', 'Ron Brown', 'Cornelius Brudi', 'Michael Bruinsma', 'Catherine Buck', 'Christopher Burdett', 'Wesley Burt', 'Jeffrey R. Busch', 'Clyde Caldwell', 'Matt Cavotta', 'Clint Cearley', 'Paul Chadwick', 'Doug Chaffee', 'Jason Chan (I)', 'David Cherry', 'Ron Chironna', 'Christine Choi', 'Scott Chou', 'Wang Chuxiong', 'Ciruelo', 'Trevor Claxton', 'D. J. Cleland-Hura', 'Bud Cook', 'Mitch Cotie', 'John Coulthart', 'Carl Critchlow', 'jD', 'Daarken', 'Qiao Dafu', 'Liz Danforth', 'Oriuzio ""Dany Orizio"" Daniele', 'Stephen A. Daniele', 'Mike Danza', 'Geof Darrow', 'Al Davidson', 'David Day', 'Nelson DeCastro', 'Blackie del Rio', 'Thomas Denmark', 'Eric Deschamps', 'Ai Desheng', 'Brian Despain', 'Dennis Detwiller', 'Dave DeVries', 'Chris Dien', 'Tony DiTerlizzi', 'Kevin Dobler', 'Dom!', 'Dominick Domingo', 'John Donahue', 'William Donohoe', 'Brandon Dorman']",— Best: 2,"['Card Game', 'Collectible Components', 'Fantasy', 'Fighting']",['Richard Garfield'],"['Admin: Game System Entries', 'CCGs (Collectible Card Games)', 'Magic: The Gathering', 'Mensa Select']","['Hand Management', 'Interrupts', 'Take That']",Magic: The Gathering,2,20,['Wizards of the Coast'],7.5,3.20,1993
150,14+,"['Julius Abrea', 'Will Conrad', 'Bien Flores', 'Katrina Mae Hao', 'Ray Anthony Height', 'Tony Kordos', 'The Marvel Bullpen', 'Jay David Ramos', 'Nigel Raynor', 'Kevin Sharpe', 'Brian “Tots” Valerz']",— Best: 3,"['Card Game', 'Comic Book / Strip']",['Devin Low'],"['Comics: Marvel Universe', 'Legendary', 'Solitaire Games', 'Superheroes']","['Deck, Bag, and Pool Building', 'Events', 'Semi-Cooperative Game', 'Solo / Solitaire Game', 'Variable Setup']",Legendary: A Marvel Deck Building Game,1–5,30–60,['Upper Deck Entertainment'],7.6,2.45,2012
151,8+,"['(Uncredited)', 'Barbro Hennius', 'Norman Sommer']",— Best: 2,['Abstract Strategy'],['(Uncredited)'],"['3M Bookshelf Series', 'Combinatorial', 'Go', 'Ravensburger Traveller Series']",['Enclosure'],Go,2,30–180,"['(Public Domain)', '(Self-Published)', '(Unknown)', '3M', 'Alga', 'Ariel Productions Ltd', 'The Avalon Hill Game Co', 'Barnes & Noble', 'Borras Plana S.A.', 'Carlton Books', 'Cathay', 'Cayro Juegos', 'CHH Games', 'Copp Clark Publishing Company', 'Creative Crafthouse', 'Crisloid', 'Dal Negro', 'Dilemma Games', 'Dujardin', 'Dynamic Games / Dynamic Design Industries', 'E.S. Lowe', 'Fame Products', 'The Game Crafter, LLC', 'The Game Keeper, Inc.', 'Gamma Two Games', 'Gammon Games', 'General Sportcraft Company', 'Gentosha Education', 'Geoludie', 'Ha Ha Sisters LLC', 'Hartung-Spiele', 'Hausser', 'Hebsacker Verlag', 'HEMA', 'Hobby', 'Ishi Press International', 'J.P. Raymond Rivarola', 'Japan Publications, Inc.', 'John N. Hansen Co., Inc.', 'Jumbo', ""L'Impensé Radical"", 'L. P. Septímio', 'Longfield Games', 'Michael Stanfield', 'Milton Bradley', 'Mitra', 'Mitsubishi Fuso', 'Monkey Pod Games', 'nestorgames', 'Otto Maier Verlag', 'Pacific Game Company', 'Philos', 'Play All Day Games', 'Ravensburger Spieleverlag GmbH', 'Reiss Games', 'Sato Kei Shoten Co., Ltd.', 'Schmidt International', 'Shin Kwang Baduk', 'Skor-Mor', ""Spear's Games"", 'Das Spiel', 'Spielquader', 'Volume-One Products', 'Waddingtons', 'Wm F. Drueke & Sons, Inc.', 'Wood Expressions', 'Woodstock Spiele', 'WorldWise Imports, LLC', 'Yellow Mountain Imports', 'ZTS Plastyk']",7.6,4.00,-2200
152,12+,['Harald Lieske'],— Best: 4,"['Economic', 'Farming']","['Michael Keller (II)', 'Andreas ""ode."" Odendahl']","['Admin: Better Description Needed!', 'Country: Spain', 'Farming', 'La Granja', 'Islands: Mallorca (Spain)', 'Solitaire Games', 'Tableau Building']","['Area Majority / Influence', 'Automatic Resource Growth', 'Dice Rolling', 'Hand Management', 'Income', 'Simultaneous Action Selection', 'Variable Player Powers', 'Worker Placement']",La Granja,1–4,90–120,"['Spielworxx', '999 Games', 'Across the Board', 'Arclight', 'CrowD Games', 'Do it games', 'G3', 'LudoSentinel', 'PD-Verlag', 'Pearl Games', 'Stronghold Games', 'Toy Box Games']",7.7,3.58,2014
153,12+,['Mihajlo Dimitrievski'],— Best: 2,['Medieval'],"['Shem Phillips', 'S J Macdonald']","['Crowdfunding: Kickstarter', 'Solitaire Games', 'The West Kingdom Trilogy']","['Card Drafting', 'Market', 'Worker Placement', 'Worker Placement, Different Worker Types']",Paladins of the West Kingdom,1–4,90–120,"['Garphill Games', 'Renegade Game Studios', 'Banana Games', 'Ediciones Primigenio', 'Fever Games', 'Meeple BR Jogos', 'Pixie Games', 'Portal Games', 'Reflexshop', 'Schwerkraft-Verlag', 'TLAMA games']",8.1,3.58,2019
154,14+,"['Nicolas Fructus', 'Jérémy Masson']",— Best: 3,"['Adventure', 'Fantasy', 'Fighting', 'Horror', 'Medieval', 'Miniatures', 'Zombies']","['Raphaël Guiton', 'Jean-Baptiste Lullien', 'Nicolas Raoult']","['Components: Miniatures', 'Crowdfunding: Kickstarter', 'Dungeon Crawler', 'Post-Apocalyptic', 'Zombicide']","['Cooperative Game', 'Dice Rolling', 'Modular Board', 'Variable Player Powers']",Zombicide: Black Plague,1–6,60–180,"['CMON Limited', 'Guillotine Games', 'ADC Blackfire Entertainment', 'Arclight', 'Asterion Press', 'Edge Entertainment', 'Galápagos Jogos', 'Hobby World', 'Portal Games']",7.7,2.53,2015
155,12+,"['Arnaud Demaegd', 'Eckhard Freytag', 'Wolfgang Kramer', 'Mirco Paganessi', 'Richard Ulrich', 'Franz Vohwinkel']",— Best: 5,"['City Building', 'Renaissance']","['Wolfgang Kramer', 'Richard Ulrich', 'Jens Christopher Ulrich']","['Alea Big Box', 'Cities: Florence (Tuscany, Italy)', 'Country: Italy', 'Polyominoes']","['Auction/Bidding', 'Grid Coverage', 'Tile Placement']",The Princes of Florence,2–5,75–100,"['alea', 'Ravensburger Spieleverlag GmbH', 'uplay.it edizioni', 'Excalibur (Board Game)', 'Korea Boardgames co., Ltd.', 'Lacerta', 'Nexus Editrice', 'Pro Ludo', 'Quined Games', 'Quined White Goblin Games', 'Rio Grande Games', 'Wargames Club Publishing', 'Ystari Games']",7.5,3.25,2000
156,8+,"['Cyrille Daujean', 'Cyrille Deaujean', 'Julien Delval']",— Best: 4,['Trains'],['Alan R. Moon'],"['Country: USA', 'Ticket to Ride']","['Card Drafting', 'Connections', 'Hand Management', 'Map Reduction', 'Network and Route Building', 'Set Collection']",Ticket to Ride,2–5,30–60,"['Days of Wonder', 'ADC Blackfire Entertainment', 'Bandai', 'Bergsala Enigma', 'Boardgame Space', 'Edge Entertainment', 'Galápagos Jogos', 'Giochi Uniti', 'Hobby World', 'Lautapelit.fi', 'Nordic Games GmbH', 'Rebel', 'Siam Board Games', 'Swan Panasia Co., Ltd.']",7.4,1.86,2004
157,10+,"['John Austin', 'Jared Blando', 'Craig Hamilton', 'Christopher Moeller']",— Best: 4,"['Economic', 'Trains', 'Transportation']",['Martin Wallace'],['Steam'],"['Auction/Bidding', 'Loans', 'Network and Route Building', 'Ownership', 'Pick-up and Deliver', 'Tile Placement']",Steam,3–5,90,"['Mayfair Games', 'Devir', 'Edge Entertainment', 'Hobby World', 'Phalanx Games B.V.', 'Phalanx Games Deutschland', 'Phalanx Games Polska', 'Swan Panasia Co., Ltd.']",7.6,3.46,2009
158,12+,['Vito Gesualdi'],— Best: 2,"['Card Game', 'Fighting', 'Science Fiction']","['Robert Dougherty', 'Darwin Kastle']",['Star Realms'],"['Card Drafting', 'Deck, Bag, and Pool Building', 'Hand Management', 'Take That']",Star Realms: Colony Wars,2,20,"['White Wizard Games', 'ADC Blackfire Entertainment GmbH', 'Broadway Toys LTD', 'Devir', 'Games Factory', 'Games Factory Publishing', 'Hobby World', 'IELLO', 'IUVI Games']",7.9,1.94,2015
159,12+,"['Allison Kline', 'Franz Vohwinkel']",— Best: 3–4,"['Ancient', 'Mythology']",['Reiner Knizia'],"['Alea Big Box', 'Country: Egypt', 'EURO CLASSICS', 'Ra']","['Auction/Bidding', 'Auction: Once Around', 'Closed Economy Auction', 'Constrained Bidding', 'Push Your Luck', 'Set Collection']",Ra,2–5,45–60,"['alea', 'Ravensburger Spieleverlag GmbH', '999 Games', 'ABACUSSPIELE', 'Edge Entertainment', 'Korea Boardgames co., Ltd.', 'New Games Order, LLC', 'Rio Grande Games', 'Swan Panasia Co., Ltd.', 'Überplay', 'Windrider Games']",7.5,2.35,1999
160,12+,"['Naomi Robinson', 'Vital Lacerda']",— Best: 3–4,"['Economic', 'Industry / Manufacturing']",['Vital Lacerda'],"['Automotive', 'Crowdfunding: Giochistarter', 'Stronghold Games: The Great Designers Series']","['Action Points', 'Commodity Speculation', 'Variable Phase Order', 'Worker Placement']",Kanban: Driver's Edition,2–4,90–120,"['Stronghold Games', 'Giochix.it', 'Maldito Games', 'Schwerkraft-Verlag', 'Sherlock S.A.']",7.9,4.33,2014
161,13+,"['Jacqui Davis', 'David Montgomery', 'Beth Sobel']",— Best: 3–4,"['Economic', 'Farming']","['Jamey Stegmaier', 'Alan Stone']","['Crowdfunding: Kickstarter', 'Farming', 'Theme: Wine', 'Viticulture']","['Hand Management', 'Turn Order: Progressive', 'Worker Placement']",Viticulture,2–6,90,"['Stonemaier Games', 'One Moment Games']",7.6,2.94,2013
162,13+,['Miguel Coimbra'],— Best: 4–5,"['Ancient', 'City Building', 'Civilization', 'Fighting', 'Miniatures', 'Mythology', 'Nautical']","['Bruno Cathala', 'Ludovic Maublanc']","['Components: Miniatures', 'Country: Greece', 'Cyclades', 'Islands: Cyclades (Greece)', 'Minotaur']","['Area Majority / Influence', 'Area Movement', 'Auction/Bidding', 'Card Drafting', 'Dice Rolling', 'Set Collection', 'Variable Phase Order']",Cyclades,2–5,60–90,"['Matagot', 'Asmodee', 'Asterion Press', 'Bureau De Juegos', 'CrowD Games', 'Galápagos Jogos', 'Kaissa Chess & Games', 'Lex Games', 'Rebel', 'REXhry', ""Surfin' Meeple China"", 'Взрослые дети']",7.5,2.83,2009
163,7+,"['Doris Matthäus', 'Anne Pätzke', 'Chris Quilliams', 'Klaus-Jürgen Wrede']",— Best: 2,"['City Building', 'Medieval', 'Territory Building']",['Klaus-Jürgen Wrede'],"['Carcassonne', 'Country: France', 'Languedoc (France)']","['Area Majority / Influence', 'Map Addition', 'Tile Placement']",Carcassonne,2–5,30–45,"['Hans im Glück', '999 Games', 'Albi', 'Bard Centrum Gier', 'Bergsala Enigma', 'Brain Games', 'cutia.ro', 'Devir', 'Fantasmagoria', 'Filosofia Éditions', 'Giochi Uniti', 'Grow Jogos e Brinquedos', 'Hobby World', 'Ísöld ehf.', 'Kaissa Chess & Games', 'Korea Boardgames co., Ltd.', 'Lautapelit.fi', 'Midgaard Games', 'MINDOK', 'Möbius Games', 'Monkey Time', 'NeoTroy Games', 'Piatnik', 'Rio Grande Games', 'Schmidt Spiele', 'Smart Ltd', 'Stupor Mundi', 'Swan Panasia Co., Ltd.', 'Venice Connection', 'Ventura Games', 'Z-Man Games, Inc.']",7.4,1.92,2000
164,14+,"[""Ian O'Toole""]",— Best: 3,"['City Building', 'Economic', 'Exploration', 'Science Fiction', 'Space Exploration', 'Territory Building']",['Vital Lacerda'],"['Crowdfunding: Kickstarter', 'Planets: Mars']","['Area Majority / Influence', 'Hand Management', 'Pick-up and Deliver', 'Point to Point Movement', 'Tile Placement', 'Variable Phase Order', 'Worker Placement']",On Mars,1–4,90–150,"['Eagle-Gryphon Games', 'Angry Lion Games', 'Giochix.it', 'hobbity.eu', 'Maldito Games', 'Mosaico Jogos', 'TLAMA games', 'YOKA Games']",8.4,4.61,2020
165,14+,['Chris Quilliams'],— Best: 3,"['Dice', 'Renaissance']","['Flaminia Brasini', 'Virginio Gigli']","['Country: Portugal', 'History: Age of Discovery']","['Card Drafting', 'Dice Rolling', 'End Game Bonuses', 'Set Collection', 'Worker Placement with Dice Workers']",Coimbra,2–4,60–90,"['eggertspiele', 'Galápagos Jogos', 'Ghenos Games', 'Pegasus Spiele', 'Rebel', 'sternenschimmermeer']",7.7,3.28,2018
166,12+,['Michael Menzel'],— Best: 4–5,"['Economic', 'Medieval', 'Territory Building']",['Dirk Henn'],"['Asian Theme', 'Country: Japan', 'History: Sengoku Period', 'Samurai']","['Action Queue', 'Area Majority / Influence', 'Area Movement', 'Auction/Bidding', 'Cube Tower', 'Simultaneous Action Selection', 'Variable Phase Order']",Shogun,3–5,90–120,"['Queen Games', 'Bergsala Enigma', 'G3', 'M-Ágnes', 'Rebel']",7.5,3.37,2006
167,10+,"['Tomáš Kučerovský', 'Radim Pech']",— Best: 4,"['Real-time', 'Science Fiction', 'Space Exploration', 'Transportation']",['Vlaada Chvátil'],['Trucks'],"['Dice Rolling', 'Events', 'Real-Time', 'Relative Movement', 'Team-Based Game', 'Tile Placement', 'Track Movement']",Galaxy Trucker,2–4,60,"['Czech Games Edition', 'Albi', 'Asmodee', 'Devir', 'Heidelberger Spieleverlag', 'HomoLudicus', 'IELLO', 'Lex Games', 'Magellan', 'One Moment Games', 'Playgo Hungary', 'Quined White Goblin Games', 'Rebel', 'Red Glove', 'REXhry', 'Rio Grande Games']",7.4,2.33,2007
168,12+,['Dennis Lohausen'],— Best: 4,"['Dice', 'Economic', 'Territory Building']","['Inka Brand', 'Markus Brand']","['Country: India', 'Rajas of the Ganges']","['Dice Rolling', 'Tile Placement', 'Worker Placement', 'Worker Placement with Dice Workers']",Rajas of the Ganges,2–4,45–75,"['HUCH!', '999 Games', 'Devir', 'dV Giochi', 'Egmont Polska', 'Fabrika Igr', 'Game Harbor', 'R&R Games']",7.7,2.84,2017
169,9+,"['Kris Burm', ""lu'cifer""]",— Best: 2,['Abstract Strategy'],['Kris Burm'],"['Combinatorial', 'GIPF Project', 'Mensa Select']","['Grid Movement', 'Pattern Building']",YINSH,2,30–60,"['Don & Co.', 'HUCH!', 'Rebel', 'Rio Grande Games', 'Smart Toys and Games, Inc.']",7.7,2.71,2003
170,13+,['Mackenzie Schubert'],"— Best: 8, 10","['Bluffing', 'Card Game', 'Deduction', 'Humor', 'Party Game', 'Political', 'Print & Play']","['Mike Boxleiter', 'Tommy Maranges', 'Max Temkin']","['Crowdfunding: Kickstarter', 'Werewolf / Mafia']","['Hidden Roles', 'Player Elimination', 'Team-Based Game', 'Traitor Game', 'Voting']",Secret Hitler,5–10,45,"['Goat Wolf & Cabbage', '(Self-Published)', 'Print & Play Productions', 'Rattlebox Games']",7.6,1.70,2016
171,14+,"['Mike Atkinson', 'Jared Blando', 'Charles Kibler', 'James Talbot', 'Mark Zug']",— Best: 4–5,"['Economic', 'Trains', 'Transportation']",['Francis Tresham'],"['18xx', 'Country: USA']","['Auction/Bidding', 'Investment', 'Market', 'Network and Route Building', 'Ownership', 'Stock Holding', 'Tile Placement', 'Victory Points as a Resource']",1830: Railways & Robber Barons,2–7,180–360,"['The Avalon Hill Game Co', 'Lookout Games', '999 Games', 'Mayfair Games', 'Stratelibri']",7.9,4.16,1986
172,8+,['Nan Rangsima'],— Best: 4–5,"['Card Game', 'Party Game']",['Phil Walker-Harding'],"['Food / Cooking', 'Sushi Go!']","['Card Drafting', 'Hand Management', 'Set Collection', 'Simultaneous Action Selection']",Sushi Go Party!,2–8,20,"['Gamewright', 'Devir', 'Rebel', 'Reflexshop', 'uplay.it edizioni', 'White Goblin Games', 'Zoch Verlag']",7.5,1.33,2016
173,14+,"['Marcin Adamski', 'Ben Carre', 'Tommy Ng', 'Ari Wong']",— Best: 6–8,"['Bluffing', 'Deduction', 'Murder/Mystery', 'Party Game']",['Tobey Ho'],"['Cities: Hong Kong', 'Country: Hong Kong', 'Crowdfunding: Kickstarter', 'Deception: Murder in Hong Kong']","['Storytelling', 'Team-Based Game', 'Traitor Game']",Deception: Murder in Hong Kong,4–12,20,"['Jolly Thinkers', 'Across the Board', 'Angry Lion Games', 'Do it games', 'Gém Klub Kft.', 'Grey Fox Games', 'IELLO', 'Lifestyle Boardgames Ltd', 'Lucrum Games']",7.5,1.60,2014
174,14+,"['Stephanie Gustafsson', 'Scott Hartman', 'Daniel Solis']",— Best: 2,"['Card Game', 'Fantasy', 'Science Fiction']",['Kevin Riley'],"[""Aeon's End"", 'Crowdfunding: Kickstarter']","['Card Drafting', 'Cooperative Game', 'Deck, Bag, and Pool Building', 'Hand Management', 'Variable Phase Order', 'Variable Player Powers']",Aeon's End: War Eternal,1–4,60,"['Action Phase Games', 'Indie Boards & Cards', 'Portal Games']",8.5,2.89,2017
175,8+,['Klemens Franz'],— Best: 3–4,"['Economic', 'Territory Building']","['Andreas Pelikan', 'Alexander Pfister']","['Country: Scotland', 'Isle of Skye']","['Auction/Bidding', 'Catch the Leader', 'Set Collection', 'Tile Placement']",Isle of Skye: From Chieftain to King,2–5,30–50,"['Lookout Games', '999 Games', 'Albi', 'Compaya.hu - Gamer Café Kft.', 'Funforge', 'GoKids 玩樂小子', 'Hobby Japan', 'Hobby World', 'Kaissa Chess & Games', 'Lacerta', 'Ludicus', 'Mayfair Games', 'PaperGames (III)', 'SD Games', 'uplay.it edizioni', 'Zhiyanjia']",7.4,2.24,2015
176,12+,['Harald Lieske'],— Best: 4–5,"['Economic', 'Industry / Manufacturing']",['Friedemann Friese'],"['Country: Austria', 'Country: Canada', 'Country: Finland', 'Country: Germany', 'Country: Greece', 'Country: Ireland', 'Country: Italy', 'Country: Mexico', 'Country: Norway', 'Country: Poland', 'Country: Portugal', 'Country: Romania', 'Country: Russia', 'Country: Spain', 'Country: Sweden', 'Country: Turkey', 'Country: Ukraine', 'Country: United Kingdom', 'Country: USA', 'Power Grid']","['Auction: Turn Order Until Pass', 'Income', 'Market', 'Network and Route Building']",Power Grid Deluxe: Europe/North America,2–6,120,"['2F-Spiele', '999 Games', 'Arclight', 'Edge Entertainment', 'Giochi Uniti', 'Ideal Board Games', 'Lautapelit.fi', 'Rio Grande Games']",8.0,3.19,2014
177,12+,"['Ed Carter', 'Valerio Cioni', 'Klemens Franz', 'Felix Girke', 'Heiko Günther', 'Igor Wolski']",— Best: 3–4,"['Ancient', 'Card Game', 'City Building', 'Economic']","['Ed Carter', 'Carl Chudyk']","['Ancient: Rome', 'Cities: Rome (Lazio, Italy)', 'Crowdfunding: Kickstarter', 'Tableau Building']","['Follow', 'Hand Management', 'Set Collection', 'Variable Phase Order']",Glory to Rome,2–5,60,"['Cambridge Games Factory', 'Boat City', 'Compaya.hu - Gamer Café Kft.', 'Filosofia Éditions', 'HomoLudicus', 'Lookout Games', 'uplay.it edizioni']",7.5,2.93,2005
178,10+,"['Mateusz Bielski', 'Tomasz Jedruszek', 'Jarosław Marcinek', 'Rafał Szyma']",— Best: 2,"['Ancient', 'Card Game', 'City Building', 'Civilization']","['Maciej Obszański', 'Ignacy Trzewiczek']","['Ancient: Rome', 'Country: Egypt', 'Country: Japan', 'Imperial Settlers', 'Solitaire Games', 'Tableau Building']","['Card Drafting', 'Contracts', 'Drafting', 'Hand Management', 'Take That', 'Variable Player Powers']",Imperial Settlers,1–4,45–90,"['Portal Games', 'Arclight', 'Edge Entertainment', 'FunBox Jogos', 'Gém Klub Kft.', 'MYBG Co., Ltd.', 'Pegasus Spiele', 'Pendragon Game Studio', 'REXhry', 'White Goblin Games', 'Zvezda']",7.4,2.77,2014
179,14+,['Vincent Dutrait'],— Best: 3,"['American West', 'Racing']",['Cédrick Chaboussit'],"['Historical Figures: Lewis & Clark', 'Lewis & Clark', 'Native American', 'Solitaire Games', 'Tableau Building']","['Card Drafting', 'Deck, Bag, and Pool Building', 'Hand Management', 'Point to Point Movement', 'Worker Placement']",Lewis & Clark,1–5,120,"['Ludonaute', 'Asmodee', 'Asterion Press', 'Heidelberger Spieleverlag', 'Hunter & Cron', 'Rebel', 'REXhry']",7.5,3.35,2013
180,13+,['Matthias Catrein'],— Best: 4,"['Economic', 'Nautical', 'Political']",['Mac Gerdts'],"['Continent: Europe', 'Rondel Series']","['Advantage Token', 'Area Majority / Influence', 'Area Movement', 'Investment', 'Ownership', 'Rondel', 'Stock Holding']",Imperial,2–6,120–180,"['PD-Verlag', 'eggertspiele', 'Rio Grande Games']",7.6,3.57,2006
181,12+,"['Randy Delven', 'Vito Gesualdi', 'Antonis Papantoniou']",— Best: 2,"['Card Game', 'Fantasy', 'Fighting']","['Robert Dougherty', 'Darwin Kastle']","['Crowdfunding: Kickstarter', 'Hero Realms']","['Card Drafting', 'Deck, Bag, and Pool Building', 'Hand Management', 'Take That']",Hero Realms,2–4,20–30,"['White Wizard Games', 'ADC Blackfire Entertainment', 'ADC Blackfire Entertainment GmbH', 'Devir', 'Games Factory', 'Games Factory Publishing', 'Hobby World', 'IELLO']",7.6,1.92,2016
182,13+,['David Cochard'],— Best: 4,"['Animals', 'Fantasy', 'Humor']",['Vlaada Chvátil'],"['Dungeon Lords', 'Monsters']","['Auction/Bidding', 'Hand Management', 'Simultaneous Action Selection', 'Worker Placement']",Dungeon Petz,2–4,90,"['Czech Games Edition', 'GaGa Games', 'Heidelberger Spieleverlag', 'HomoLudicus', 'IELLO', 'MINDOK', 'One Moment Games', 'Rebel', 'Z-Man Games, Inc.']",7.5,3.59,2011
